ticket_id,ticket_text,tenure,department,priority
TKT01466,help problem customer team support error server profile,33,Tech,Medium
TKT01467,issue customer request platform help improvement review payment,39,Feedback,Medium
TKT01468,platform request help customer bug crash refund,48,Tech,High
TKT01469,team customer support problem upgrade quotation authentication,32,Sales,Medium
TKT01470,support request customer issue pricing quotation bug,38,Sales,Medium
TKT01471,help service support team problem quotation pricing crash,36,Sales,High
TKT01472,problem service support login access suggestion,42,Tech,Medium
TKT01473,customer platform problem service login access upgrade,51,Account,Medium
TKT01474,issue request support charge subscription password,53,Billing,Medium
TKT01475,customer platform request password profile crash,53,Account,High
TKT01476,service help system issue problem error bug payment,9,Tech,Medium
TKT01477,platform request service customer authentication password invoice,6,Account,Low
TKT01478,team support service plan demo password,22,Sales,Low
TKT01479,request help issue experience improvement charge,15,Feedback,Medium
TKT01480,team platform help payment subscription improvement,31,Billing,Medium
TKT01481,issue team platform subscription invoice authentication,31,Billing,Medium
TKT01482,customer issue service support help access login invoice,29,Account,Medium
TKT01483,request issue team platform profile login pricing,35,Account,Medium
TKT01484,system issue platform problem support review improvement access,37,Feedback,Medium
TKT01485,service problem platform help profile access feature,58,Account,Medium
TKT01486,help customer team system request password authentication crash,22,Account,High
TKT01487,platform issue request customer problem payment invoice login,52,Billing,Medium
TKT01488,problem customer help access profile charge,41,Account,Medium
TKT01489,problem issue customer help crash error plan,44,Tech,High
TKT01490,support help request access authentication demo,37,Account,Medium
TKT01491,problem help service team system suggestion experience demo,33,Feedback,Medium
TKT01492,platform team help issue api crash payment,42,Tech,High
TKT01493,help system customer refund subscription plan,14,Billing,Low
TKT01494,team request system help support improvement suggestion login,40,Feedback,Medium
TKT01495,platform issue problem service help server crash login,9,Tech,High
TKT01496,request system support review feature error,44,Feedback,Medium
TKT01497,platform customer support access profile bug,13,Account,Low
TKT01498,customer support help service api crash pricing,31,Tech,High
TKT01499,team platform system service support error bug invoice,44,Tech,Medium
TKT01500,support problem team login profile error,53,Account,Medium
TKT01501,service problem system customer error server payment,15,Tech,Medium
TKT01502,request problem issue service platform review improvement error,1,Feedback,Medium
TKT01503,help customer support system quotation pricing invoice,35,Sales,Medium
TKT01504,request issue support customer subscription charge feature,31,Billing,Medium
TKT01505,platform request issue service help server crash refund,28,Tech,High
TKT01506,problem request issue support subscription refund suggestion,31,Billing,Medium
TKT01507,team system request problem help server api subscription,30,Tech,Medium
TKT01508,service customer issue team help server bug invoice,46,Tech,Medium
TKT01509,service team platform system request server api profile,46,Tech,Medium
TKT01510,request problem system issue team quotation plan refund,33,Sales,Medium
TKT01511,support problem issue help platform login password refund,45,Account,Medium
TKT01512,issue platform problem service api crash subscription,43,Tech,High
TKT01513,help service customer platform suggestion feature api,33,Feedback,Medium
TKT01514,platform help support service upgrade pricing invoice,16,Sales,Low
TKT01515,platform team help subscription refund demo,48,Billing,Medium
TKT01516,customer system problem issue platform subscription invoice error,50,Billing,Medium
TKT01517,platform support team issue experience feature access,29,Feedback,Medium
TKT01518,platform system problem help team pricing quotation feature,19,Sales,Medium
TKT01519,service request team charge payment crash,45,Billing,High
TKT01520,customer platform system api error refund,29,Tech,Medium
TKT01521,platform service help problem invoice refund password,43,Billing,Medium
TKT01522,issue problem help feature experience upgrade,29,Feedback,Medium
TKT01523,system issue support customer plan pricing access,53,Sales,Medium
TKT01524,issue customer platform help request api error review,16,Tech,Medium
TKT01525,help support customer platform server crash profile,16,Tech,High
TKT01526,system customer platform help team login profile charge,10,Account,Low
TKT01527,customer help request refund invoice suggestion,53,Billing,Medium
TKT01528,system customer request access authentication pricing,20,Account,Low
TKT01529,platform service customer issue support pricing upgrade bug,34,Sales,Medium
TKT01530,request customer system platform server api payment,20,Tech,Low
TKT01531,service request problem help experience suggestion authentication,15,Feedback,Medium
TKT01532,help team request issue problem authentication login subscription,42,Account,Medium
TKT01533,help issue problem profile access quotation,5,Account,Medium
TKT01534,issue platform customer service team pricing demo password,38,Sales,Medium
TKT01535,team support problem customer platform login password payment,29,Account,Medium
TKT01536,request service support customer problem quotation plan access,2,Sales,Medium
TKT01537,problem service help support team access authentication payment,4,Account,Medium
TKT01538,support service customer platform demo plan login,16,Sales,Low
TKT01539,service issue help team customer error bug suggestion,60,Tech,Medium
TKT01540,help customer request support access authentication suggestion,12,Account,Low
TKT01541,problem customer team feature improvement quotation,23,Tech,Medium
TKT01542,support issue request refund subscription server,24,Billing,Medium
TKT01543,service request platform help server crash invoice,21,Tech,High
TKT01544,help team service server crash profile,41,Tech,High
TKT01545,support issue customer team authentication profile crash,9,Account,High
TKT01546,help customer support platform login access api,45,Account,Medium
TKT01547,request system problem team platform access password experience,26,Account,Medium
TKT01548,platform service support suggestion improvement demo,46,Feedback,Medium
TKT01549,team support request problem pricing plan review,32,Sales,Medium
TKT01550,help system problem customer issue plan pricing suggestion,10,Sales,Medium
TKT01551,system request service support feature review error,60,Feedback,Medium
TKT01552,system customer problem subscription charge pricing,28,Billing,Medium
TKT01553,issue help platform support customer access login feature,13,Account,Medium
TKT01554,issue service support payment invoice api,46,Billing,Medium
TKT01555,request service support customer team profile login improvement,11,Account,Low
TKT01556,help team platform support customer upgrade demo improvement,21,Sales,Low
TKT01557,help problem customer charge refund improvement,42,Billing,Medium
TKT01558,service issue support profile authentication payment,47,Account,Medium
TKT01559,issue support team problem review improvement refund,58,Feedback,Medium
TKT01560,platform help request problem support experience improvement quotation,44,Feedback,Medium
TKT01561,issue team request system help login authentication charge,50,Account,Medium
TKT01562,system problem platform request customer upgrade pricing access,40,Billing,Medium
TKT01563,issue customer team error api refund,59,Tech,Medium
TKT01564,platform customer service problem bug api suggestion,47,Tech,Medium
TKT01565,system problem request platform demo pricing suggestion,4,Sales,Medium
TKT01566,request customer support problem review experience server,21,Feedback,Medium
TKT01567,help issue customer team profile password bug,44,Account,Medium
TKT01568,request customer platform authentication login charge,47,Account,Medium
TKT01569,support problem platform access password feature,52,Account,Medium
TKT01570,request system problem upgrade quotation password,42,Sales,Medium
TKT01571,customer system team issue request suggestion experience demo,22,Feedback,Medium
TKT01572,platform support request customer team server error improvement,2,Tech,Medium
TKT01573,system service problem platform profile password review,46,Account,Medium
TKT01574,team platform service help system refund payment experience,51,Billing,Medium
TKT01575,customer support help password login review,15,Account,Low
TKT01576,system service issue refund subscription plan,39,Account,Medium
TKT01577,system platform help access password api,45,Account,Medium
TKT01578,service support problem issue improvement feature server,55,Feedback,Medium
TKT01579,customer service system help request refund invoice bug,46,Billing,Medium
TKT01580,issue team help support crash server experience,57,Tech,High
TKT01581,support team problem system upgrade plan authentication,16,Sales,Medium
TKT01582,request help issue charge payment bug,13,Billing,Medium
TKT01583,help platform problem system service crash bug demo,39,Tech,High
TKT01584,service issue platform problem authentication profile charge,53,Account,Medium
TKT01585,system team customer support service profile password experience,39,Account,Medium
TKT01586,system service request review suggestion authentication,19,Feedback,Low
TKT01587,platform problem help request review experience subscription,41,Feedback,Medium
TKT01588,problem issue service team improvement suggestion api,8,Feedback,Medium
TKT01589,support system service error server experience,34,Tech,Medium
TKT01590,help problem issue quotation demo bug,54,Sales,Medium
TKT01591,system customer issue help service demo quotation profile,56,Sales,Medium
TKT01592,platform system team support help access authentication feature,7,Account,Low
TKT01593,customer help support suggestion review server,19,Feedback,Low
TKT01594,team support platform profile password improvement,17,Sales,Low
TKT01595,customer problem service access login pricing,34,Account,Medium
TKT01596,problem system customer help request profile password server,25,Account,Medium
TKT01597,team problem request upgrade demo refund,49,Sales,Medium
TKT01598,platform help request team support server api invoice,15,Tech,Low
TKT01599,system platform help review experience login,40,Feedback,Medium
TKT01600,service request help subscription payment improvement,38,Billing,Medium
TKT01601,team system service access authentication invoice,46,Account,Medium
TKT01602,system help customer crash api review,60,Tech,High
TKT01603,team customer issue platform pricing demo subscription,38,Sales,Medium
TKT01604,system issue team request platform charge refund upgrade,51,Billing,Medium
TKT01605,request platform customer system problem subscription payment experience,42,Billing,Medium
TKT01606,help system problem request support server error suggestion,60,Tech,Medium
TKT01607,problem support issue system platform error crash demo,57,Tech,High
TKT01608,help issue platform customer crash bug demo,6,Tech,High
TKT01609,help system request service login authentication experience,56,Account,Medium
TKT01610,platform team problem invoice charge plan,55,Billing,Medium
TKT01611,system issue customer review feature invoice,32,Billing,Medium
TKT01612,help system service issue problem charge payment server,11,Billing,Medium
TKT01613,service system problem bug error pricing,15,Tech,Medium
TKT01614,request support team platform service improvement suggestion upgrade,32,Feedback,Medium
TKT01615,request system platform service customer login password feature,52,Account,Medium
TKT01616,platform team issue refund subscription pricing,22,Sales,Medium
TKT01617,service request problem team bug server plan,43,Tech,Medium
TKT01618,help customer service system request review experience refund,19,Feedback,Low
TKT01619,problem help team platform support review suggestion subscription,34,Feedback,Medium
TKT01620,issue system help profile password error,57,Account,Medium
TKT01621,problem team issue platform support authentication password pricing,35,Account,Medium
TKT01622,customer help system feature experience profile,36,Feedback,Medium
TKT01623,customer team problem request subscription invoice crash,17,Billing,High
TKT01624,problem system issue error api pricing,28,Tech,Medium
TKT01625,help platform system customer request login profile demo,42,Account,Medium
TKT01626,issue support team service review experience crash,1,Tech,High
TKT01627,help system service experience improvement demo,39,Feedback,Medium
TKT01628,customer issue system service help crash server subscription,4,Tech,High
TKT01629,customer request support pricing quotation bug,26,Sales,Medium
TKT01630,customer system team subscription invoice experience,28,Billing,Medium
TKT01631,problem system help service issue feature suggestion plan,8,Feedback,Medium
TKT01632,team issue support customer suggestion feature authentication,57,Feedback,Medium
TKT01633,support customer service platform team payment subscription plan,16,Billing,Low
TKT01634,platform support issue system customer server error pricing,45,Tech,Medium
TKT01635,platform problem request system team password authentication refund,28,Account,Medium
TKT01636,team customer request help authentication password feature,29,Account,Medium
TKT01637,service request customer payment invoice profile,56,Billing,Medium
TKT01638,support team problem pricing quotation api,8,Sales,Medium
TKT01639,service problem help customer issue server crash quotation,23,Tech,High
TKT01640,customer service request platform charge subscription bug,27,Billing,Medium
TKT01641,platform request system customer support crash server profile,8,Tech,High
TKT01642,customer request service support team quotation plan payment,4,Sales,Low
TKT01643,customer platform help pricing demo crash,40,Sales,High
TKT01644,request help team support customer upgrade quotation payment,3,Sales,Low
TKT01645,request problem service platform help invoice payment crash,37,Billing,High
TKT01646,request issue problem plan pricing authentication,17,Feedback,Medium
TKT01647,help issue team customer error api invoice,10,Tech,Medium
TKT01648,service problem support team login access review,41,Account,Medium
TKT01649,problem help customer issue feature review plan,4,Feedback,Medium
TKT01650,support problem service system customer pricing plan bug,25,Sales,Medium
TKT01651,help team request platform feature suggestion demo,37,Feedback,Medium
TKT01652,issue help system feature experience quotation,24,Feedback,Medium
TKT01653,platform problem customer feature experience refund,60,Feedback,Medium
TKT01654,service help issue quotation pricing payment,28,Sales,Medium
TKT01655,problem issue platform plan pricing invoice,53,Sales,Medium
TKT01656,problem service help team issue bug crash upgrade,45,Tech,High
TKT01657,platform request problem issue support demo pricing review,47,Sales,Medium
TKT01658,team system customer problem pricing quotation crash,19,Sales,High
TKT01659,platform problem service system customer authentication access crash,48,Account,High
TKT01660,platform customer team profile login review,22,Account,Low
TKT01661,support service help plan quotation error,22,Sales,Medium
TKT01662,platform problem request authentication access improvement,58,Account,Medium
TKT01663,help platform support customer request upgrade demo experience,29,Sales,Medium
TKT01664,help service system bug api login,50,Tech,Medium
TKT01665,service team request experience improvement server,21,Feedback,Low
TKT01666,customer help support pricing upgrade invoice,25,Sales,Medium
TKT01667,platform team customer problem experience improvement password,51,Feedback,Medium
TKT01668,customer support team system request access profile charge,39,Account,Medium
TKT01669,problem request team issue system feature experience login,8,Feedback,Medium
TKT01670,service platform customer server crash refund,13,Billing,High
TKT01671,issue request system customer subscription refund plan,22,Billing,Medium
TKT01672,problem customer service help payment charge api,24,Billing,Medium
TKT01673,help issue customer login access crash,9,Account,High
TKT01674,request team support system help login profile bug,39,Account,Medium
TKT01675,help support system customer service bug server payment,49,Tech,Medium
TKT01676,issue system request support team improvement review demo,60,Feedback,Medium
TKT01677,team support system help profile login refund,47,Account,Medium
TKT01678,request system help support team server error pricing,13,Tech,Medium
TKT01679,support system request server crash experience,55,Tech,High
TKT01680,system platform issue customer help payment invoice experience,12,Billing,Medium
TKT01681,help problem service team customer server crash experience,1,Tech,High
TKT01682,platform system request issue support profile login bug,11,Account,Medium
TKT01683,service problem platform issue help invoice charge crash,30,Billing,High
TKT01684,issue problem customer suggestion feature subscription,2,Feedback,Medium
TKT01685,service help problem system payment charge upgrade,2,Billing,Medium
TKT01686,team request problem customer system error crash refund,16,Tech,High
TKT01687,service platform support crash server pricing,9,Tech,High
TKT01688,request support platform issue login authentication refund,44,Account,Medium
TKT01689,support system problem upgrade pricing crash,18,Sales,High
TKT01690,help request team problem support plan demo charge,18,Sales,Medium
TKT01691,team support issue bug server access,39,Tech,Medium
TKT01692,support platform help team feature suggestion api,16,Feedback,Low
TKT01693,support system service issue crash server login,59,Tech,High
TKT01694,team platform problem system issue server bug improvement,21,Billing,Medium
TKT01695,service system support request customer demo quotation feature,9,Sales,Low
TKT01696,service team support platform experience review bug,44,Feedback,Medium
TKT01697,help support issue customer problem plan quotation feature,8,Sales,Medium
TKT01698,team service support error api demo,1,Tech,Medium
TKT01699,customer support request team help pricing upgrade bug,42,Tech,Medium
TKT01700,support help request customer team experience suggestion bug,57,Feedback,Medium
TKT01701,problem team support payment invoice api,18,Billing,Medium
TKT01702,customer help issue improvement experience demo,39,Feedback,Medium
TKT01703,customer issue request crash bug refund,36,Tech,High
TKT01704,customer system team plan quotation crash,1,Sales,High
TKT01705,issue problem service suggestion feature crash,20,Feedback,High
TKT01706,system platform service request customer authentication profile bug,27,Account,Medium
TKT01707,problem help system customer authentication password crash,13,Account,High
TKT01708,platform issue help request authentication login charge,49,Billing,Medium
TKT01709,issue customer platform review improvement authentication,6,Feedback,Medium
TKT01710,support request help team suggestion review invoice,14,Feedback,Low
TKT01711,team system customer quotation upgrade refund,29,Sales,Medium
TKT01712,platform customer issue access profile demo,19,Account,Medium
TKT01713,platform request issue experience suggestion subscription,37,Feedback,Medium
TKT01714,service issue request experience feature refund,23,Feedback,Medium
TKT01715,request issue customer support pricing demo error,30,Sales,Medium
TKT01716,team system help platform authentication password payment,53,Feedback,Medium
TKT01717,customer request service access password charge,3,Account,Low
TKT01718,support request service team charge payment server,49,Billing,Medium
TKT01719,team problem help plan demo payment,10,Sales,Medium
TKT01720,customer platform problem issue support feature review demo,16,Feedback,Medium
TKT01721,request problem platform support charge refund suggestion,21,Billing,Medium
TKT01722,support service issue quotation pricing bug,4,Sales,Medium
TKT01723,customer system team issue access authentication subscription,58,Billing,Medium
TKT01724,problem help system team service feature improvement charge,14,Feedback,Medium
TKT01725,team request system help issue charge invoice upgrade,20,Billing,Medium
TKT01726,system issue customer help login password refund,33,Account,Medium
TKT01727,platform system team customer crash server profile,35,Tech,High
TKT01728,request support team platform review feature access,28,Feedback,Medium
TKT01729,request platform service upgrade pricing bug,16,Sales,Low
TKT01730,system team help problem error bug review,10,Tech,Medium
TKT01731,support service issue platform demo plan authentication,54,Sales,Medium
TKT01732,issue service request help support server crash authentication,42,Feedback,High
TKT01733,platform customer system service issue profile password feature,24,Account,Medium
TKT01734,problem support issue customer team bug server upgrade,52,Tech,Medium
TKT01735,team customer help support server crash demo,51,Account,High
TKT01736,platform request team system upgrade demo bug,17,Sales,Low
TKT01737,help support platform problem demo quotation payment,24,Sales,Medium
TKT01738,system support platform problem team quotation pricing charge,48,Sales,Medium
TKT01739,support system help invoice charge quotation,51,Billing,Medium
TKT01740,team customer support problem system plan demo bug,48,Sales,Medium
TKT01741,help system service customer access profile crash,26,Account,High
TKT01742,support platform system problem customer review experience bug,7,Feedback,Medium
TKT01743,team service issue platform authentication profile payment,29,Account,Medium
TKT01744,help platform issue team refund charge password,48,Billing,Medium
TKT01745,customer service platform issue help bug server charge,28,Tech,Medium
TKT01746,team problem service issue support demo plan review,11,Sales,Medium
TKT01747,issue support request platform help plan demo access,43,Sales,Medium
TKT01748,problem service request help issue refund payment authentication,15,Billing,Medium
TKT01749,problem system help pricing upgrade refund,43,Sales,Medium
TKT01750,platform problem request charge subscription bug,18,Billing,Medium
TKT01751,system platform team profile authentication payment,51,Account,Medium
TKT01752,customer problem issue access profile crash,50,Account,High
TKT01753,service issue problem help request invoice refund authentication,47,Billing,Medium
TKT01754,team issue support problem access password feature,25,Account,Medium
TKT01755,help support problem system platform improvement review plan,30,Feedback,Medium
TKT01756,support team issue request service crash server authentication,4,Tech,High
TKT01757,help problem customer service feature improvement bug,11,Feedback,Medium
TKT01758,request help service customer bug error login,33,Tech,Medium
TKT01759,issue request help system bug api access,58,Tech,Medium
TKT01760,platform customer problem request team profile access demo,59,Account,Medium
TKT01761,support system team pricing quotation api,4,Billing,Low
TKT01762,request customer system help plan quotation server,22,Tech,Low
TKT01763,problem help issue support customer profile authentication refund,51,Account,Medium
TKT01764,request help team service support quotation demo invoice,35,Sales,Medium
TKT01765,issue problem help request customer login password server,11,Account,Medium
TKT01766,support request service customer system server api quotation,34,Tech,Medium
TKT01767,support help team password access pricing,58,Account,Medium
TKT01768,system platform team service request improvement suggestion bug,38,Feedback,Medium
TKT01769,customer support team service upgrade demo charge,55,Sales,Medium
TKT01770,platform request help team problem pricing plan password,30,Sales,Medium
TKT01771,platform team issue request service review experience error,21,Feedback,Medium
TKT01772,request system support bug server profile,37,Tech,Medium
TKT01773,issue request service support customer experience improvement upgrade,12,Feedback,Medium
TKT01774,problem service help support team error bug payment,44,Tech,Medium
TKT01775,support problem service subscription charge api,52,Billing,Medium
TKT01776,request help platform system issue authentication password refund,36,Account,Medium
TKT01777,customer team system request server bug improvement,17,Tech,Low
TKT01778,system help platform service problem crash bug demo,52,Tech,High
TKT01779,problem team platform help invoice charge demo,1,Billing,Medium
TKT01780,platform issue team service crash bug upgrade,7,Tech,High
TKT01781,service support help system request pricing quotation feature,43,Sales,Medium
TKT01782,customer platform service system bug error suggestion,13,Tech,Medium
TKT01783,issue support team system plan pricing profile,45,Billing,Medium
TKT01784,help system request customer support feature suggestion invoice,38,Feedback,Medium
TKT01785,problem system request service experience feature quotation,49,Feedback,Medium
TKT01786,system service problem plan upgrade access,6,Sales,Medium
TKT01787,customer team request support issue invoice refund review,15,Billing,Medium
TKT01788,service issue system request support error api experience,50,Sales,Medium
TKT01789,platform issue service charge refund authentication,17,Billing,Medium
TKT01790,team support request service help crash error experience,52,Tech,High
TKT01791,support customer issue demo quotation suggestion,55,Sales,Medium
TKT01792,system help platform service bug api feature,2,Tech,Low
TKT01793,help issue problem customer support upgrade pricing crash,15,Sales,High
TKT01794,help system platform bug error pricing,47,Tech,Medium
TKT01795,problem issue service request team login authentication bug,15,Account,Medium
TKT01796,problem support system customer request authentication login pricing,48,Account,Medium
TKT01797,service request platform problem system pricing upgrade password,10,Sales,Medium
TKT01798,problem help service login password review,1,Account,Medium
TKT01799,team help service platform profile login review,11,Account,Low
TKT01800,system issue team platform server api demo,39,Tech,Medium
TKT01801,request platform system error crash pricing,57,Tech,High
TKT01802,support platform issue suggestion improvement bug,43,Feedback,Medium
TKT01803,issue support platform plan demo experience,21,Sales,Medium
TKT01804,help platform customer refund invoice authentication,33,Billing,Medium
TKT01805,system problem support issue profile access demo,10,Account,Medium
TKT01806,system issue problem review improvement error,14,Feedback,Medium
TKT01807,customer issue service problem support profile password api,43,Account,Medium
TKT01808,problem customer issue help review feature charge,48,Feedback,Medium
TKT01809,customer support help suggestion review error,9,Feedback,Medium
TKT01810,platform problem team server error demo,11,Tech,Medium
TKT01811,support system customer service request login profile server,22,Account,Low
TKT01812,request problem help team platform profile password bug,37,Account,Medium
TKT01813,help service request platform system payment subscription experience,60,Billing,Medium
TKT01814,help support customer platform service review suggestion pricing,50,Feedback,Medium
TKT01815,customer help issue problem payment invoice crash,7,Billing,High
TKT01816,issue help team profile login plan,22,Account,Medium
TKT01817,help issue request support platform login password upgrade,4,Account,Medium
TKT01818,team help system service request error bug payment,42,Tech,Medium
TKT01819,issue system customer pricing quotation subscription,9,Sales,Medium
TKT01820,problem issue team subscription payment pricing,52,Billing,Medium
TKT01821,team support request quotation upgrade experience,54,Sales,Medium
TKT01822,help platform problem login access pricing,21,Account,Medium
TKT01823,problem system support team error server refund,53,Tech,Medium
TKT01824,help issue service support customer feature suggestion error,53,Feedback,Medium
TKT01825,team support customer system help refund charge authentication,13,Billing,Low
TKT01826,system platform team help refund subscription experience,12,Billing,Low
TKT01827,system problem team login access refund,48,Account,Medium
TKT01828,service platform help plan pricing authentication,18,Sales,Low
TKT01829,help request customer problem quotation demo charge,5,Sales,Medium
TKT01830,system problem customer platform charge refund demo,18,Account,Medium
TKT01831,service issue system help crash error subscription,5,Tech,High
TKT01832,team request help issue support upgrade pricing review,41,Sales,Medium
TKT01833,service help platform server bug plan,48,Tech,Medium
TKT01834,platform system help support request invoice subscription bug,1,Billing,Low
TKT01835,system request team help profile password quotation,27,Account,Medium
TKT01836,help customer service upgrade plan improvement,11,Sales,Low
TKT01837,customer request issue support system password authentication server,13,Account,Medium
TKT01838,system issue problem request server api payment,55,Tech,Medium
TKT01839,team help service support server api access,28,Tech,Medium
TKT01840,help team service support experience improvement pricing,33,Feedback,Medium
TKT01841,support team help bug crash quotation,58,Account,High
TKT01842,problem help service request customer crash error suggestion,53,Tech,High
TKT01843,team system issue login authentication pricing,4,Account,Medium
TKT01844,team customer system platform support payment subscription profile,1,Billing,Low
TKT01845,service support customer help suggestion feature access,3,Tech,Low
TKT01846,issue support problem service request feature suggestion login,54,Feedback,Medium
TKT01847,platform problem issue pricing upgrade refund,2,Sales,Medium
TKT01848,system service help support invoice refund improvement,14,Billing,Low
TKT01849,team help request issue customer suggestion review password,49,Feedback,Medium
TKT01850,problem customer platform charge subscription error,28,Billing,Medium
TKT01851,issue service team refund payment api,2,Billing,Medium
TKT01852,problem request support issue customer quotation upgrade payment,51,Sales,Medium
TKT01853,request issue problem team support experience review bug,44,Feedback,Medium
TKT01854,support service problem improvement suggestion upgrade,25,Feedback,Medium
TKT01855,support service help team bug crash quotation,42,Tech,High
TKT01856,customer issue system subscription refund improvement,50,Billing,Medium
TKT01857,support system help service invoice payment review,52,Billing,Medium
TKT01858,service system help request quotation upgrade api,58,Sales,Medium
TKT01859,issue request customer error bug profile,17,Tech,Medium
TKT01860,team customer help problem access profile pricing,6,Account,Medium
TKT01861,customer problem help request demo pricing payment,32,Sales,Medium
TKT01862,help request issue problem platform server error review,48,Tech,Medium
TKT01863,issue team support invoice refund access,12,Billing,Medium
TKT01864,customer team issue bug server charge,24,Tech,Medium
TKT01865,customer support team server api plan,30,Tech,Medium
TKT01866,service customer team help support password access feature,49,Account,Medium
TKT01867,service team help request issue api crash charge,13,Tech,High
TKT01868,platform request service password access refund,59,Account,Medium
TKT01869,help service support problem profile password payment,54,Account,Medium
TKT01870,request issue customer support error bug profile,54,Tech,Medium
TKT01871,platform request team system support experience improvement demo,58,Feedback,Medium
TKT01872,customer issue platform system subscription refund login,49,Billing,Medium
TKT01873,service team system issue password authentication quotation,4,Account,Medium
TKT01874,request issue support help system experience feature login,49,Feedback,Medium
TKT01875,request customer service feature improvement login,22,Feedback,Low
TKT01876,issue problem request help profile authentication charge,22,Billing,Medium
TKT01877,team customer service issue refund invoice bug,16,Billing,Medium
TKT01878,problem support request system access authentication plan,29,Tech,Medium
TKT01879,problem support issue help improvement review password,56,Feedback,Medium
TKT01880,issue help support access authentication crash,26,Account,High
TKT01881,problem team support system customer subscription payment server,8,Billing,Medium
TKT01882,support system service request problem api server login,27,Tech,Medium
TKT01883,issue problem help request upgrade plan review,15,Tech,Medium
TKT01884,customer team help support problem improvement suggestion charge,49,Feedback,Medium
TKT01885,team request help pricing quotation refund,40,Sales,Medium
TKT01886,system support platform team invoice subscription plan,17,Billing,Low
TKT01887,system request team access password crash,48,Account,High
TKT01888,system support request service issue server crash suggestion,9,Tech,High
TKT01889,system issue service team password authentication pricing,55,Account,Medium
TKT01890,problem customer system bug error authentication,18,Tech,Medium
TKT01891,request customer help issue system plan quotation authentication,45,Sales,Medium
TKT01892,service platform support demo upgrade error,10,Sales,Medium
TKT01893,help issue problem customer error server password,26,Tech,Medium
TKT01894,platform issue customer system team charge refund improvement,11,Billing,Medium
TKT01895,system support issue request api crash pricing,32,Tech,High
TKT01896,request customer service issue system error server pricing,7,Tech,Medium
TKT01897,request help support system problem invoice subscription password,4,Billing,Medium
TKT01898,problem platform service experience suggestion api,7,Feedback,Medium
TKT01899,request service system pricing plan subscription,17,Sales,Low
TKT01900,support problem team service system experience feature plan,54,Feedback,Medium
TKT01901,issue request system plan quotation server,18,Sales,Medium
TKT01902,service help problem issue feature experience charge,42,Feedback,Medium
TKT01903,support issue problem platform system error api plan,46,Tech,Medium
TKT01904,system request customer payment invoice suggestion,47,Billing,Medium
TKT01905,team system issue problem platform charge subscription password,35,Billing,Medium
TKT01906,system service problem crash bug login,21,Tech,High
TKT01907,request system customer problem team plan demo error,1,Sales,Medium
TKT01908,service request team platform help review feature subscription,60,Feedback,Medium
TKT01909,issue team platform request system feature improvement refund,56,Feedback,Medium
TKT01910,help service problem team crash error demo,25,Tech,High
TKT01911,problem request customer charge payment feature,8,Billing,Medium
TKT01912,problem support help issue system suggestion review pricing,24,Feedback,Medium
TKT01913,issue problem service plan demo error,60,Sales,Medium
TKT01914,help issue customer support system review improvement plan,39,Feedback,Medium
TKT01915,system help customer issue request charge invoice error,22,Billing,Medium
TKT01916,system support platform issue request crash bug subscription,11,Tech,High
TKT01917,problem platform support help customer plan upgrade charge,18,Sales,Medium
TKT01918,team issue system help support charge invoice upgrade,39,Billing,Medium
TKT01919,request team help charge payment plan,8,Billing,Low
TKT01920,support request help service customer access authentication bug,19,Account,Low
TKT01921,issue support help team api server feature,34,Tech,Medium
TKT01922,problem customer system service platform charge invoice login,35,Billing,Medium
TKT01923,problem issue service password authentication upgrade,10,Account,Medium
TKT01924,service issue request customer platform improvement feature bug,52,Feedback,Medium
TKT01925,customer problem team bug api profile,21,Tech,Medium
TKT01926,service issue system quotation demo profile,4,Sales,Medium
TKT01927,issue request system subscription charge api,34,Billing,Medium
TKT01928,system platform help support customer invoice payment error,47,Billing,Medium
TKT01929,platform support customer suggestion feature access,16,Feedback,Low
TKT01930,platform system request crash api quotation,43,Tech,High
TKT01931,platform support request suggestion review authentication,49,Feedback,Medium
TKT01932,help service support system subscription refund feature,9,Billing,Low
TKT01933,service request problem team subscription charge demo,46,Billing,Medium
TKT01934,service support request invoice subscription feature,20,Billing,Low
TKT01935,service request issue team suggestion feature upgrade,4,Feedback,Medium
TKT01936,platform team service problem issue error api charge,11,Billing,Medium
TKT01937,help issue request upgrade pricing api,50,Sales,Medium
TKT01938,issue problem team support invoice payment password,57,Billing,Medium
TKT01939,issue team customer problem feature review authentication,54,Feedback,Medium
TKT01940,support platform request login access api,52,Account,Medium
TKT01941,team problem help system request bug api access,37,Tech,Medium
TKT01942,service request team support quotation plan review,55,Sales,Medium
TKT01943,customer support system request access password improvement,34,Account,Medium
TKT01944,help issue customer experience review authentication,25,Feedback,Medium
TKT01945,support service customer help team profile password payment,17,Account,Low
TKT01946,customer support problem issue plan upgrade api,5,Sales,Medium
TKT01947,platform help problem support issue improvement review payment,9,Feedback,Medium
TKT01948,platform help request team issue charge payment review,7,Billing,Medium
TKT01949,problem team customer server error review,60,Tech,Medium
TKT01950,team customer problem system service experience suggestion payment,30,Feedback,Medium
TKT01951,service support request team invoice subscription profile,30,Billing,Medium
TKT01952,help support issue customer payment charge api,29,Billing,Medium
TKT01953,support platform system plan demo experience,49,Sales,Medium
TKT01954,service issue help crash api experience,24,Tech,High
TKT01955,help service platform error bug upgrade,39,Tech,Medium
TKT01956,request platform support problem authentication login feature,19,Account,Medium
