ticket_id,ticket_text,customer_tenure_months,previous_tickets_count
TKT02317,I was charged incorrectly and need clarification on my invoice.,4,0
TKT02318,I would like more information about pricing and subscription plans.,43,2
TKT02319,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,16,2
TKT02320,I would like more information about pricing and subscription plans.,22,6
TKT02321,I have suggestions to improve the usability of the product.,30,3
TKT02322,I need assistance updating my account details and password.,41,2
TKT02323,The application crashes frequently and shows unexpected errors.,13,2
TKT02324,I have suggestions to improve the usability of the product.,21,2
TKT02325,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,35,2
TKT02326,I need assistance updating my account details and password.,8,3
TKT02327,I need assistance updating my account details and password.,41,3
TKT02328,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,35,1
TKT02329,I have suggestions to improve the usability of the product.,5,3
TKT02330,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,33,4
TKT02331,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,22,6
TKT02332,The application crashes frequently and shows unexpected errors.,35,2
TKT02333,I was charged incorrectly and need clarification on my invoice.,24,2
TKT02334,I need assistance updating my account details and password.,11,1
TKT02335,I need assistance updating my account details and password.,27,1
TKT02336,The application crashes frequently and shows unexpected errors.,2,1
TKT02337,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,18,0
TKT02338,I have suggestions to improve the usability of the product.,11,1
TKT02339,I have suggestions to improve the usability of the product.,28,0
TKT02340,I was charged incorrectly and need clarification on my invoice.,3,3
TKT02341,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,3,0
TKT02342,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,47,4
TKT02343,I would like more information about pricing and subscription plans.,39,3
TKT02344,I was charged incorrectly and need clarification on my invoice.,27,2
TKT02345,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,53,0
TKT02346,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,52,1
TKT02347,I was charged incorrectly and need clarification on my invoice.,56,2
TKT02348,I have suggestions to improve the usability of the product.,15,1
TKT02349,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,11,1
TKT02350,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,45,5
TKT02351,I need assistance updating my account details and password.,44,4
TKT02352,I need assistance updating my account details and password.,15,1
TKT02353,I have suggestions to improve the usability of the product.,47,9
TKT02354,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,17,2
TKT02355,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,59,1
TKT02356,I would like more information about pricing and subscription plans.,18,6
TKT02357,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,5,5
TKT02358,I need assistance updating my account details and password.,24,1
TKT02359,I was charged incorrectly and need clarification on my invoice.,47,2
TKT02360,I have suggestions to improve the usability of the product.,15,2
TKT02361,I would like more information about pricing and subscription plans.,5,1
TKT02362,I have suggestions to improve the usability of the product.,16,1
TKT02363,I would like more information about pricing and subscription plans.,12,1
TKT02364,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,38,2
TKT02365,I would like more information about pricing and subscription plans.,41,1
TKT02366,I have suggestions to improve the usability of the product.,46,4
TKT02367,I was charged incorrectly and need clarification on my invoice.,6,1
TKT02368,I need assistance updating my account details and password.,36,0
TKT02369,I need assistance updating my account details and password.,7,1
TKT02370,I have suggestions to improve the usability of the product.,26,2
TKT02371,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,6,3
TKT02372,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,55,2
TKT02373,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,4,7
TKT02374,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,55,2
TKT02375,I need assistance updating my account details and password.,30,3
TKT02376,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,27,1
TKT02377,I need assistance updating my account details and password.,12,3
TKT02378,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,18,3
TKT02379,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,4,2
TKT02380,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,54,0
TKT02381,I was charged incorrectly and need clarification on my invoice.,31,3
TKT02382,I have suggestions to improve the usability of the product.,2,7
TKT02383,I was charged incorrectly and need clarification on my invoice.,59,1
TKT02384,I have suggestions to improve the usability of the product.,57,2
TKT02385,I would like more information about pricing and subscription plans.,25,5
TKT02386,I was charged incorrectly and need clarification on my invoice.,27,5
TKT02387,I have suggestions to improve the usability of the product.,19,3
TKT02388,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,26,2
TKT02389,I would like more information about pricing and subscription plans.,9,2
TKT02390,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,44,1
TKT02391,I have suggestions to improve the usability of the product.,45,2
TKT02392,I was charged incorrectly and need clarification on my invoice.,56,1
TKT02393,I was charged incorrectly and need clarification on my invoice.,47,3
TKT02394,I need assistance updating my account details and password.,1,0
TKT02395,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,11,2
TKT02396,I have suggestions to improve the usability of the product.,45,1
TKT02397,The application crashes frequently and shows unexpected errors.,26,1
TKT02398,The application crashes frequently and shows unexpected errors.,21,3
TKT02399,I have suggestions to improve the usability of the product.,16,1
TKT02400,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,42,2
TKT02401,I was charged incorrectly and need clarification on my invoice.,20,2
TKT02402,I would like more information about pricing and subscription plans.,56,1
TKT02403,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,39,6
TKT02404,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,39,1
TKT02405,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,46,1
TKT02406,I need assistance updating my account details and password.,46,1
TKT02407,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,20,1
TKT02408,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,28,3
TKT02409,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,5,5
TKT02410,I need assistance updating my account details and password.,57,0
TKT02411,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,43,4
TKT02412,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,20,2
TKT02413,I have suggestions to improve the usability of the product.,45,3
TKT02414,I would like more information about pricing and subscription plans.,46,3
TKT02415,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,26,1
TKT02416,I was charged incorrectly and need clarification on my invoice.,18,2
TKT02417,I would like more information about pricing and subscription plans.,52,1
TKT02418,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,30,2
TKT02419,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,54,1
TKT02420,I was charged incorrectly and need clarification on my invoice.,37,0
TKT02421,The application crashes frequently and shows unexpected errors.,30,1
TKT02422,I was charged incorrectly and need clarification on my invoice.,53,2
TKT02423,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,45,3
TKT02424,I was charged incorrectly and need clarification on my invoice.,24,1
TKT02425,I have suggestions to improve the usability of the product.,48,3
TKT02426,I need assistance updating my account details and password.,35,1
TKT02427,I have suggestions to improve the usability of the product.,26,2
TKT02428,I need assistance updating my account details and password.,54,4
TKT02429,I have suggestions to improve the usability of the product.,56,2
TKT02430,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,46,1
TKT02431,I would like more information about pricing and subscription plans.,44,2
TKT02432,The application crashes frequently and shows unexpected errors.,36,3
TKT02433,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,4,3
TKT02434,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,17,2
TKT02435,I would like more information about pricing and subscription plans.,58,2
TKT02436,I need assistance updating my account details and password.,18,1
TKT02437,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,31,0
TKT02438,I would like more information about pricing and subscription plans.,21,2
TKT02439,I was charged incorrectly and need clarification on my invoice.,50,2
TKT02440,I was charged incorrectly and need clarification on my invoice.,11,0
TKT02441,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,25,2
TKT02442,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,44,1
TKT02443,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,31,3
TKT02444,The application crashes frequently and shows unexpected errors.,10,1
TKT02445,The application crashes frequently and shows unexpected errors.,12,2
TKT02446,I have suggestions to improve the usability of the product.,8,2
TKT02447,I would like more information about pricing and subscription plans.,4,3
TKT02448,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,47,1
TKT02449,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,29,1
TKT02450,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,15,5
TKT02451,The application crashes frequently and shows unexpected errors.,38,1
TKT02452,I have suggestions to improve the usability of the product.,1,3
TKT02453,I would like more information about pricing and subscription plans.,46,2
TKT02454,I would like more information about pricing and subscription plans.,29,2
TKT02455,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,13,1
TKT02456,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,36,2
TKT02457,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,59,2
TKT02458,The application crashes frequently and shows unexpected errors.,13,1
TKT02459,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,52,0
TKT02460,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,5,3
TKT02461,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,33,1
TKT02462,I was charged incorrectly and need clarification on my invoice.,43,5
TKT02463,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,20,4
TKT02464,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,57,4
TKT02465,I was charged incorrectly and need clarification on my invoice.,59,1
TKT02466,I was charged incorrectly and need clarification on my invoice.,21,1
TKT02467,I would like more information about pricing and subscription plans.,9,3
TKT02468,I need assistance updating my account details and password.,38,2
TKT02469,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,20,2
TKT02470,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,15,1
TKT02471,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,30,3
TKT02472,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,41,1
TKT02473,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,42,0
TKT02474,The application crashes frequently and shows unexpected errors.,34,0
TKT02475,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,55,2
TKT02476,I have suggestions to improve the usability of the product.,18,5
TKT02477,I was charged incorrectly and need clarification on my invoice.,9,2
TKT02478,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,17,5
TKT02479,I have suggestions to improve the usability of the product.,39,1
TKT02480,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,46,3
TKT02481,The application crashes frequently and shows unexpected errors.,37,2
TKT02482,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,20,5
TKT02483,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,15,0
TKT02484,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,21,2
TKT02485,I have suggestions to improve the usability of the product.,37,1
TKT02486,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,52,0
TKT02487,The application crashes frequently and shows unexpected errors.,51,0
TKT02488,The application crashes frequently and shows unexpected errors.,46,1
TKT02489,I was charged incorrectly and need clarification on my invoice.,10,0
TKT02490,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,20,4
TKT02491,I have suggestions to improve the usability of the product.,35,3
TKT02492,I was charged incorrectly and need clarification on my invoice.,12,2
TKT02493,The application crashes frequently and shows unexpected errors.,36,1
TKT02494,I need assistance updating my account details and password.,48,1
TKT02495,I need assistance updating my account details and password.,45,2
TKT02496,I would like more information about pricing and subscription plans.,54,1
TKT02497,I was charged incorrectly and need clarification on my invoice.,47,0
TKT02498,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,38,2
TKT02499,I was charged incorrectly and need clarification on my invoice.,18,2
TKT02500,I have suggestions to improve the usability of the product.,7,1
TKT02501,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,21,1
TKT02502,The application crashes frequently and shows unexpected errors.,6,0
TKT02503,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,40,2
TKT02504,I was charged incorrectly and need clarification on my invoice.,55,0
TKT02505,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,54,1
TKT02506,I would like more information about pricing and subscription plans.,42,4
TKT02507,I need assistance updating my account details and password.,40,0
TKT02508,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,10,1
TKT02509,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,13,0
TKT02510,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,44,2
TKT02511,I was charged incorrectly and need clarification on my invoice.,41,2
TKT02512,I was charged incorrectly and need clarification on my invoice.,34,3
TKT02513,I was charged incorrectly and need clarification on my invoice.,9,3
TKT02514,I have suggestions to improve the usability of the product.,3,4
TKT02515,I need assistance updating my account details and password.,27,3
TKT02516,I have suggestions to improve the usability of the product.,45,3
TKT02517,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,57,2
TKT02518,I was charged incorrectly and need clarification on my invoice.,2,1
TKT02519,I was charged incorrectly and need clarification on my invoice.,13,3
TKT02520,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,44,2
TKT02521,I have suggestions to improve the usability of the product.,50,1
TKT02522,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,30,4
TKT02523,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,34,4
TKT02524,I need assistance updating my account details and password.,24,1
TKT02525,I was charged incorrectly and need clarification on my invoice.,33,2
TKT02526,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,31,1
TKT02527,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,50,1
TKT02528,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,55,2
TKT02529,I need assistance updating my account details and password.,45,1
TKT02530,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,50,3
TKT02531,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,36,4
TKT02532,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,20,2
TKT02533,I need assistance updating my account details and password.,26,3
TKT02534,I was charged incorrectly and need clarification on my invoice.,32,1
TKT02535,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,9,5
TKT02536,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,21,0
TKT02537,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,59,1
TKT02538,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,25,4
TKT02539,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,8,2
TKT02540,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,35,3
TKT02541,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,8,1
TKT02542,The application crashes frequently and shows unexpected errors.,49,1
TKT02543,I have suggestions to improve the usability of the product.,8,0
TKT02544,I need assistance updating my account details and password.,58,2
TKT02545,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,29,3
TKT02546,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,54,2
TKT02547,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,5,1
TKT02548,I need assistance updating my account details and password.,7,1
TKT02549,The application crashes frequently and shows unexpected errors.,12,2
TKT02550,I would like more information about pricing and subscription plans.,55,3
TKT02551,I would like more information about pricing and subscription plans.,9,1
TKT02552,I would like more information about pricing and subscription plans.,50,1
TKT02553,I have suggestions to improve the usability of the product.,28,0
TKT02554,I would like more information about pricing and subscription plans.,10,1
TKT02555,I was charged incorrectly and need clarification on my invoice.,19,0
TKT02556,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,31,0
TKT02557,I would like more information about pricing and subscription plans.,30,0
TKT02558,The application crashes frequently and shows unexpected errors.,31,0
TKT02559,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,1,1
TKT02560,I would like more information about pricing and subscription plans.,38,2
TKT02561,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,41,0
TKT02562,The application crashes frequently and shows unexpected errors.,36,4
TKT02563,I need assistance updating my account details and password.,32,6
TKT02564,The application crashes frequently and shows unexpected errors.,36,2
TKT02565,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,56,1
TKT02566,I have suggestions to improve the usability of the product.,4,1
TKT02567,The application crashes frequently and shows unexpected errors.,54,2
TKT02568,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,21,1
TKT02569,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,23,3
TKT02570,I have suggestions to improve the usability of the product.,32,1
TKT02571,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,45,1
TKT02572,I was charged incorrectly and need clarification on my invoice.,24,1
TKT02573,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,40,2
TKT02574,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,39,2
TKT02575,I would like more information about pricing and subscription plans.,10,8
TKT02576,I have suggestions to improve the usability of the product.,44,2
TKT02577,I need assistance updating my account details and password.,39,2
TKT02578,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,17,2
TKT02579,I need assistance updating my account details and password.,42,1
TKT02580,I have suggestions to improve the usability of the product.,3,1
TKT02581,I have suggestions to improve the usability of the product.,44,2
TKT02582,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,14,2
TKT02583,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,45,5
TKT02584,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,4,1
TKT02585,I would like more information about pricing and subscription plans.,8,4
TKT02586,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,8,1
TKT02587,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,50,4
TKT02588,I have suggestions to improve the usability of the product.,30,2
TKT02589,I was charged incorrectly and need clarification on my invoice.,27,2
TKT02590,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,9,0
TKT02591,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,57,1
TKT02592,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,59,0
TKT02593,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,4,3
TKT02594,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,17,2
TKT02595,The application crashes frequently and shows unexpected errors.,16,4
TKT02596,The application crashes frequently and shows unexpected errors.,4,2
TKT02597,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,20,4
TKT02598,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,4,4
TKT02599,I would like more information about pricing and subscription plans.,44,3
TKT02600,I have suggestions to improve the usability of the product.,9,3
TKT02601,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,9,2
TKT02602,I was charged incorrectly and need clarification on my invoice.,59,4
TKT02603,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,27,1
TKT02604,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,40,2
TKT02605,The application crashes frequently and shows unexpected errors.,53,0
TKT02606,I have suggestions to improve the usability of the product.,25,1
TKT02607,I would like more information about pricing and subscription plans.,19,2
TKT02608,The application crashes frequently and shows unexpected errors.,43,2
TKT02609,I need assistance updating my account details and password.,27,1
TKT02610,I need assistance updating my account details and password.,10,5
TKT02611,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,14,3
TKT02612,I was charged incorrectly and need clarification on my invoice.,39,3
TKT02613,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,45,4
TKT02614,I need assistance updating my account details and password.,37,2
TKT02615,I would like more information about pricing and subscription plans.,6,1
TKT02616,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,37,1
TKT02617,I would like more information about pricing and subscription plans.,15,2
TKT02618,I was charged incorrectly and need clarification on my invoice.,18,1
TKT02619,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,2,0
TKT02620,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,20,1
TKT02621,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,15,0
TKT02622,I would like more information about pricing and subscription plans.,17,1
TKT02623,I would like more information about pricing and subscription plans.,17,3
TKT02624,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,20,5
TKT02625,I would like more information about pricing and subscription plans.,1,2
TKT02626,I need assistance updating my account details and password.,43,2
TKT02627,The application crashes frequently and shows unexpected errors.,5,1
TKT02628,The application crashes frequently and shows unexpected errors.,2,2
TKT02629,I have suggestions to improve the usability of the product.,20,2
TKT02630,I was charged incorrectly and need clarification on my invoice.,35,3
TKT02631,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,46,4
TKT02632,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,56,1
TKT02633,I have suggestions to improve the usability of the product.,32,4
TKT02634,I have suggestions to improve the usability of the product.,11,2
TKT02635,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,15,1
TKT02636,The application crashes frequently and shows unexpected errors.,38,2
TKT02637,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,3,1
TKT02638,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,48,1
TKT02639,I would like more information about pricing and subscription plans.,36,1
TKT02640,I have suggestions to improve the usability of the product.,14,4
TKT02641,The application crashes frequently and shows unexpected errors.,29,0
TKT02642,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,16,0
TKT02643,I was charged incorrectly and need clarification on my invoice.,36,2
TKT02644,I have suggestions to improve the usability of the product.,10,2
TKT02645,I have suggestions to improve the usability of the product.,19,1
TKT02646,I have suggestions to improve the usability of the product.,29,1
TKT02647,I need assistance updating my account details and password.,12,4
TKT02648,I have suggestions to improve the usability of the product.,39,3
TKT02649,I have suggestions to improve the usability of the product.,44,1
TKT02650,I would like more information about pricing and subscription plans.,4,1
TKT02651,The application crashes frequently and shows unexpected errors.,10,0
TKT02652,I would like more information about pricing and subscription plans.,35,1
TKT02653,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,8,1
TKT02654,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,31,1
TKT02655,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,38,1
TKT02656,I would like more information about pricing and subscription plans.,35,3
TKT02657,I need assistance updating my account details and password.,1,3
TKT02658,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,19,1
TKT02659,I would like more information about pricing and subscription plans.,30,1
TKT02660,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,53,3
TKT02661,The application crashes frequently and shows unexpected errors.,5,3
TKT02662,I was charged incorrectly and need clarification on my invoice.,2,1
TKT02663,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,48,4
TKT02664,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,24,1
TKT02665,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,21,0
TKT02666,I need assistance updating my account details and password.,49,0
TKT02667,I was charged incorrectly and need clarification on my invoice.,50,1
TKT02668,I was charged incorrectly and need clarification on my invoice.,24,2
TKT02669,I need assistance updating my account details and password.,19,4
TKT02670,I have suggestions to improve the usability of the product.,16,2
TKT02671,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,56,0
TKT02672,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,51,1
TKT02673,I was charged incorrectly and need clarification on my invoice.,47,2
TKT02674,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,23,3
TKT02675,I would like more information about pricing and subscription plans.,58,2
TKT02676,The application crashes frequently and shows unexpected errors.,50,1
TKT02677,I have suggestions to improve the usability of the product.,19,3
TKT02678,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,55,3
TKT02679,I have suggestions to improve the usability of the product.,24,2
TKT02680,I need assistance updating my account details and password.,13,6
TKT02681,The application crashes frequently and shows unexpected errors.,51,0
TKT02682,I need assistance updating my account details and password.,27,3
TKT02683,I was charged incorrectly and need clarification on my invoice.,41,1
TKT02684,The application crashes frequently and shows unexpected errors.,8,0
TKT02685,I was charged incorrectly and need clarification on my invoice.,15,2
TKT02686,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,52,1
TKT02687,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,50,2
TKT02688,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,15,2
TKT02689,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,28,2
TKT02690,I need assistance updating my account details and password.,41,0
TKT02691,The application crashes frequently and shows unexpected errors.,48,0
TKT02692,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,38,1
TKT02693,I was charged incorrectly and need clarification on my invoice.,9,1
TKT02694,The application crashes frequently and shows unexpected errors.,46,2
TKT02695,I would like more information about pricing and subscription plans.,11,0
TKT02696,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,59,5
TKT02697,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,10,2
TKT02698,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,11,0
TKT02699,I need assistance updating my account details and password.,37,2
TKT02700,I have suggestions to improve the usability of the product.,30,1
TKT02701,I was charged incorrectly and need clarification on my invoice.,25,0
TKT02702,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,54,2
TKT02703,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,43,1
TKT02704,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,36,3
TKT02705,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,2,2
TKT02706,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,45,2
TKT02707,I have suggestions to improve the usability of the product.,13,2
TKT02708,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,41,2
TKT02709,I was charged incorrectly and need clarification on my invoice.,14,3
TKT02710,I would like more information about pricing and subscription plans.,17,2
TKT02711,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,7,1
TKT02712,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,56,1
TKT02713,I need assistance updating my account details and password.,38,0
TKT02714,I have suggestions to improve the usability of the product.,26,2
TKT02715,I have suggestions to improve the usability of the product.,32,4
TKT02716,I have suggestions to improve the usability of the product.,16,2
TKT02717,I was charged incorrectly and need clarification on my invoice.,14,2
TKT02718,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,42,3
TKT02719,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,40,1
TKT02720,I was charged incorrectly and need clarification on my invoice.,50,6
TKT02721,I would like more information about pricing and subscription plans.,12,3
TKT02722,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,55,0
TKT02723,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,27,3
