ticket_id,department,priority
TKT02896,Product Feedback,Low
TKT02897,Billing,Medium
TKT02898,Billing,High
TKT02899,Technical Support,High
TKT02900,Account Management,High
TKT02901,Technical Support,Low
TKT02902,Billing,Medium
TKT02903,Account Management,Medium
TKT02904,Sales,Low
TKT02905,Product Feedback,Low
TKT02906,Technical Support,Medium
TKT02907,Billing,Low
TKT02908,Sales,Low
TKT02909,Technical Support,Medium
TKT02910,Billing,Medium
TKT02911,Product Feedback,Medium
TKT02912,Billing,Low
TKT02913,Sales,Low
TKT02914,Account Management,High
TKT02915,Technical Support,High
TKT02916,Account Management,Medium
TKT02917,Product Feedback,Medium
TKT02918,Sales,Low
TKT02919,Billing,Medium
TKT02920,Technical Support,Medium
TKT02921,Product Feedback,High
TKT02922,Sales,Low
TKT02923,Technical Support,Low
TKT02924,Technical Support,Low
TKT02925,Sales,Medium
TKT02926,Technical Support,Low
TKT02927,Sales,Medium
TKT02928,Account Management,Low
TKT02929,Product Feedback,Medium
TKT02930,Technical Support,High
TKT02931,Sales,Medium
TKT02932,Product Feedback,Low
TKT02933,Billing,Medium
TKT02934,Billing,High
TKT02935,Account Management,Low
TKT02936,Billing,Low
TKT02937,Technical Support,High
TKT02938,Account Management,Low
TKT02939,Sales,Low
TKT02940,Account Management,Medium
TKT02941,Technical Support,Low
TKT02942,Billing,Medium
TKT02943,Billing,Medium
TKT02944,Product Feedback,High
TKT02945,Account Management,Low
TKT02946,Technical Support,Medium
TKT02947,Account Management,Low
TKT02948,Billing,Medium
TKT02949,Billing,High
TKT02950,Product Feedback,High
TKT02951,Sales,Low
TKT02952,Billing,High
TKT02953,Account Management,Medium
TKT02954,Sales,High
TKT02955,Account Management,Medium
TKT02956,Account Management,Medium
TKT02957,Billing,Medium
TKT02958,Product Feedback,Medium
TKT02959,Sales,High
TKT02960,Sales,Medium
TKT02961,Billing,Medium
TKT02962,Account Management,Low
TKT02963,Product Feedback,Low
TKT02964,Technical Support,High
TKT02965,Product Feedback,High
TKT02966,Account Management,Low
TKT02967,Billing,Medium
TKT02968,Technical Support,Low
TKT02969,Sales,Low
TKT02970,Technical Support,High
TKT02971,Product Feedback,Low
TKT02972,Technical Support,Medium
TKT02973,Billing,Medium
TKT02974,Product Feedback,Low
TKT02975,Sales,Low
TKT02976,Product Feedback,Low
TKT02977,Account Management,Low
TKT02978,Account Management,Low
TKT02979,Technical Support,Medium
TKT02980,Account Management,Medium
TKT02981,Product Feedback,Low
TKT02982,Technical Support,Medium
TKT02983,Sales,Medium
TKT02984,Account Management,Medium
TKT02985,Technical Support,Medium
TKT02986,Sales,Medium
TKT02987,Technical Support,High
TKT02988,Technical Support,Low
TKT02989,Billing,Low
TKT02990,Billing,Low
TKT02991,Account Management,Medium
TKT02992,Billing,High
TKT02993,Account Management,Low
TKT02994,Product Feedback,Medium
TKT02995,Sales,Low
TKT02996,Billing,Low
TKT02997,Technical Support,Low
TKT02998,Sales,Low
TKT02999,Account Management,High
